product;sourceService;targetService;protocol;port;description
VBR;Cache repository;NAS filer (NetApp Data ONTAP);TCP;80, 443, 2049;Required by NetApp SnapDiff when changed file tracking (CFT) is enabled. Port 2049 is only required if the cache repository is a Linux machine.
VBR;File server (Windows or Linux), Backup proxy, Tape server;NFS share;TCP, UDP;111, 2049;Required for NFS.
VBR;File server (Windows or Linux), Mount server, Backup proxy, Tape server;SMB share;TCP;445;Required for SMB.
VBR;Mount server;SMB share;TCP;137-139;Required for CIFS.
VBR;File server (Windows or Linux), Backup proxy, Tape server;Amazon S3 object storage ( *.amazonaws.com / *.amazonaws.com.cn );TCP;443;Port used to communicate with Amazon S3 object storage. The endpoint used by the connection depends on the region: *.amazonaws.com is used for the Global and Government regions. *.amazonaws.com.cn is used for the China region. All AWS service endpoints are specified in the AWS documentation.
VBR;File server (Windows or Linux), Backup proxy, Tape server;Amazon CRL distribution points ( *.amazontrust.com );TCP;80;Port used to verify certificate status. Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access Make sure that the file server, or backup proxy, or tape server can reach these verification endpoints.
VBR;File server (Windows or Linux), Backup proxy, Tape server;Microsoft Azure object storage ( <storage-account>.blob.core.windows.net / <storage-account>.blob.storage.azure.net / <storage-account>.blob.core.chinacloudapi.cn / <storage-account>.blob.core.usgovcloudapi.net );TCP;443;The endpoints used by the connection depend on the region: <storage-account>.blob.core.windows.net is used for the Global region. <storage-account>.blob.storage.azure.net is used for the Global region. <storage-account>.blob.core.chinacloudapi.cn is used for the China region. <storage-account>.blob.core.usgovcloudapi.net is used for the Government region. Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal.
VBR;File server (Windows or Linux), Backup proxy, Tape server;Microsoft Azure CRL distribution points;TCP;80;Port used to verify the certificate status through the certificate verification endpoints (CRL URLs and OCSP servers). These endpoints are subject to change. You can find the actual list of addresses in this Microsoft article or in the certificate details in the following fields: CRL Distribution Points Authority Information Access Make sure that the file server, or backup proxy, or tape server can reach these verification endpoints.
VBR;File server (Windows or Linux), Backup proxy, Tape server;S3 compatible object storage;TCP;Depends on device configuration;-
VBR;Backup server, File server (Windows or Linux), Backup proxy;Cache repository;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Cache repository;TCP;6160;-
VBR;Backup server;Cache repository (Linux);TCP;22;-
VBR;Old cache repository;New cache repository;TCP;2500 to 3300;Required for metadata migration during cache repository change. For more information, see Changing Cache Repository.
VBR;New cache repository;Old cache repository;TCP;2500 to 3300;Required for used for metadata migration during cache repository change. For more information, see Changing Cache Repository.
VBR;Primary backup repository;Archive repository;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Cache repository;Primary or secondary backup repository;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Gateway server;NDMP server;NDMP;10000;The additional port range used for data transfer depends on your NDMP server configuration. For more information, contact your hardware vendor.
VBR;File server (Windows or Linux), Backup proxy;Backup server;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Backup proxy;TCP;6160;-
VBR;Backup server;Backup proxy;TCP;6210;Required by Microsoft Windows-based backup servers for VSS snapshot during SMB file share backup.
VBR;Backup server;Backup proxy;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Mount server;TCP;443, 445, 6170;Required for Instant File Share Recovery.
VBR;Cache repository;Gateway server;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup proxy, File server (Windows or Linux), Backup proxy, Tape server;Active Directory Domain Controllers;TCP;389;-
VBR;Backup proxy, File server (Windows or Linux), Backup proxy, Tape server;Active Directory Domain Controllers;TCP;88;Required for Kerberos authentication.
VBR;Tape server;Backup server;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Tape server;TCP;6160;-
VBR;Backup server;Tape server;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Tape server;TCP;6166;-
VBR;Backup server;Tape server (Windows);TCP;445, 137, 139;Ports used for deploying Veeam Backup & Replication components. These ports are not required if the Veeam Deployment Kit is installed on the backup infrastructure component. Note: 137 and 139 are legacy ports. If your backup infrastructure components do not use SMB 1.0, they are not required.
VBR;Backup server;Tape server (Linux);TCP;22;-
VBR;Tape server;Backup repository;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Tape server;Gateway server;TCP;6162, 2500 to 3300;-
VBR;Tape server;NFS share;TCP, UDP;111, 2049;-
VBR;Tape server;SMB share;TCP;445;-
VBR;Backup server;WAN accelerator (source and target);TCP;445, 137, 139;These ports are not required if the Veeam Deployment Kit is installed on the backup infrastructure component. Note: 137 and 139 are legacy ports. If your backup infrastructure components do not use SMB 1.0, they are not required.
VBR;Backup server;WAN accelerator (source and target);TCP;6160;-
VBR;Backup server;WAN accelerator (source and target);TCP;6162;Default port used by Veeam Transport Service (Veeam Data Mover Service if Veeam Backup & Replication is installed on the Microsoft Windows machine).
VBR;Backup server;WAN accelerator (source and target);TCP;6164;-
VBR;Backup server;WAN accelerator (target);TCP;6220;Required for traffic control (throttling) for tenants that use WAN accelerators. This port is required only in the Veeam Cloud Connect infrastructure.
VBR;WAN accelerator (source and target);WAN accelerator (source and target);TCP;6164;-
VBR;WAN accelerator (source and target);WAN accelerator (source and target);TCP;6165;This port must be open between sites where WAN accelerators are deployed.
VBR;WAN accelerator (target);Backup repository (target);TCP;2500 to 3300;-
VBR;WAN accelerator (source);Backup repository (source);TCP;2500 to 3300;-
VBR;Backup server;Guest interaction proxy;TCP;445, 135;Required for adding Windows machines to managed servers using local administrator credentials. Kerberos domain account with administrator privileges should be used.
VBR;Backup server;Guest interaction proxy;TCP;6160;Required for adding both Windows and Linux machines to managed servers using a certificate-based authentication. Deployment kit should be pre-installed on VMs.
VBR;Backup server;Guest interaction proxy;TCP;22;Required for adding Linux machines to managed servers using SSH credentials.
VBR;Backup server;Guest interaction proxy;TCP;6190;-
VBR;Guest interaction proxy;VM guest OS (Microsoft Windows);TCP;445, 135;NOT required in networkless mode over vSphere Web Services or PowerShell Direct.
VBR;Guest interaction proxy;VM guest OS (Microsoft Windows);TCP;6173;NOT required in networkless mode over vSphere Web Services or PowerShell Direct.
VBR;Guest interaction proxy;VM guest OS (Linux);TCP;22;NOT required in networkless mode over vSphere Web Services or PowerShell Direct.
VBR;Backup server;VM guest OS (Linux);TCP;22;-
VBR;Backup server;VM guest OS (Linux);TCP;2500 to 3300;-
VBR;Guest interaction proxy;VM guest OS (Linux);TCP;6160;-
VBR;Guest interaction proxy;VM guest OS (Linux);TCP;6162;Required if it is used as a control channel instead of SSH.
VBR;Guest interaction proxy;VM guest OS (Windows);TCP;6160, 11731;Port 11731 is used for failover if port 6160 is unavailable.
VBR;Guest interaction proxy;VM guest OS (Windows);TCP;6173;-
VBR;Guest interaction proxy;Gateway server;TCP;6162, 2500 to 3300;Port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Guest interaction proxy;ESXi server;TCP;443;Required for connections to ESXi host. This port must be opened to ensure proper communication with the non-persistent runtime components deployed inside the VM guest OS for application-aware processing and indexing. [For VMware vSphere earlier than 6.5] Not required if vCenter connection is used. In VMware vSphere versions 6.5 and later, port 443 is required by vCenter Web Services.
VBR;Backup server;Log shipping server;TCP;445, 135, 137, 139;NOT required if the Veeam Deployment Kit is installed on the backup infrastructure component. 137 and 139 are legacy ports. If your backup infrastructure components do not use SMB 1.0, they are not required.
VBR;Backup server;Log shipping server;TCP;6160;-
VBR;Backup server;Log shipping server;TCP;6162;-
VBR;Hyper-V host;Log shipping server (backup server);TCP;6162, 2500 to 3300;Required only if the log shipping server transfers data over PowerShell Direct. In this case, the backup server performs the role of the log shipping server. Port range 2500 - 3300 is optional. You can use it for failover if port 6162 is unavailable.
VBR;VM guest OS (VM with MS SQL/Oracle or PostgreSQL);Log shipping server;TCP;6162, 2500 to 3300;-
VBR;Guest interaction proxy;MS SQL VM guest OS;TCP;445, 135, 137, 139;For non-persistent runtime components only. These ports are not required: When working in networkless mode over / vSphere Web Services or PowerShell Direct. If the Veeam Deployment Kit is installed on the backup infrastructure component. 137 and 139 are legacy ports. If your backup infrastructure components do not use SMB 1.0, they are not required.
VBR;Guest interaction proxy;MS SQL VM guest OS;TCP;6173;-
VBR;Guest interaction proxy;MS SQL VM guest OS;TCP;6160, 11731;For persistent agent components only. Port 11731 is used for failover if port 6160 is unavailable.
VBR;Guest interaction proxy;MS SQL VM guest OS;TCP;6167;-
VBR;Guest interaction proxy;Oracle VM guest OS (Microsoft Windows);TCP;445, 135;For non-persistent runtime components only. These ports are not required: When working in networkless mode over vSphere Web Services or PowerShell Direct. If the Veeam Deployment Kit is installed on the backup infrastructure component.
VBR;Guest interaction proxy;Oracle VM guest OS (Microsoft Windows);TCP;6173;-
VBR;Guest interaction proxy;Oracle VM guest OS (Microsoft Windows);TCP;6160, 11731;For persistent agent components only. Port 11731 is used for failover if port 6160 is unavailable.
VBR;Guest interaction proxy;Oracle VM guest OS (Microsoft Windows);TCP;6167;-
VBR;Guest interaction proxy;Oracle VM guest OS (Linux);TCP;2500 to 3300;NOT required when working in networkless mode over /vSphere Web Services or PowerShell Direct.
VBR;Guest interaction proxy;Oracle VM guest OS (Linux);TCP;22;For non-persistent runtime components only. NOT required when working in networkless mode over vSphere Web Services.
VBR;Guest interaction proxy;Oracle VM guest OS (Linux);TCP;6162;For persistent agent components only. Required if it is used as a control channel instead of SSH.
VBR;Guest interaction proxy;PostgreSQL VM guest OS;TCP;22;For non-persistent runtime components only. NOT required when working in networkless mode over vSphere Web Services.
VBR;Guest interaction proxy;PostgreSQL VM guest OS;TCP;6162;For persistent agent components only. Required if it is used as a control channel instead of SSH.
VBR;Guest interaction proxy;PostgreSQL VM guest OS;TCP;2500 to 3300;NOT required when working in networkless mode over vSphere Web Services.
VBR;Log shipping server;Backup repository;TCP;6162 or 2500 to 3300;Port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;VM guest OS (VM with MS SQL/Oracle or PostgreSQL);Backup repository;TCP;6162 or 2500 to 3300;Required if log shipping servers are not used in the infrastructure and the MS SQL server has a direct connection to the backup repository.
VBR;Log shipping server;Gateway server;TCP;6162 or 2500 to 3300;Port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Log shipping server (backup server);Hyper-V host;TCP;6162 or 2500 to 3300;Required only if the log shipping server transfers data over PowerShell Direct. In this case, the backup server performs the role of the log shipping server. Port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Log shipping server;ESXi host;TCP;443;-
VBR;ESXi CDP (source);CDP proxy (source);TCP;33032;Required for regular CDP.
VBR;Universal CDP Source;CDP proxy (source);TCP;33032;Required for universal CDP.
VBR;CDP proxy (source);CDP proxy (target);TCP;33033;-
VBR;Backup server;CDP proxy (source), CDP proxy (target);TCP;6182;-
VBR;CDP proxy (source), CDP proxy (target);vCenter Server CDP (source),vCenter Server CDP (target), vCenter Server universal CDP (target);TCP;443;Required for during initial synchronization and restore operations. The port used can be customized in your vCenter settings.
VBR;Backup server;vCenter Server CDP (source),vCenter Server CDP (target), vCenter Server universal CDP (target);TCP;443;-
VBR;ESXi CDP (source);ESXi CDP (source);TCP;33036;Required for VMware CDP. This port is used by the source ESXi host for communication between CDP components over HTTPS without HTTP Reverse Proxy.
VBR;CDP proxy (source), CDP proxy (target);ESXi CDP (source),ESXi CDP (target), ESXi universal CDP (target);TCP;902;Required for during initial synchronization and restore operations. The port used can be customized in your vCenter settings.
VBR;ESXi CDP (target);ESXi CDP (target);TCP;33036;Required for communication between CDP components over HTTPS without HTTP Reverse Proxy.
VBR;Backup server;ESXi CDP (source),ESXi CDP (target), ESXi universal CDP (target);TCP;443;-
VBR;Backup server;ESXi CDP (source),ESXi CDP (target), ESXi universal CDP (target);TCP;33035;-
VBR;CDP proxy (target);ESXi CDP (target);TCP;33032;-
VBR;Backup server;Universal CDP Source;TCP;33050;[For universal CDP] Port used on the source workload for communication between the Veeam CDP Coordinator Service and Veeam CDP Agent Service over HTTPS.
VBR;CDP proxy (source), CDP proxy (target), ESXi CDP (source),ESXi CDP (target), ESXi universal CDP (target), vCenter Server CDP (source),vCenter Server CDP (target), vCenter Server universal CDP (target);Backup server;TCP;33034;-
VBR;ESXi CDP (source),ESXi CDP (target),vCenter Server CDP (source),vCenter Server CDP (target);Backup server;TCP;33035;-
VBR;Backup server, Mount server;Helper appliance;TCP;22;-
VBR;Backup server, Mount server;Helper appliance;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;VM guest OS (Linux/Unix);Helper appliance;TCP;21;Required if FTP server is enabled.
VBR;Backup server, Mount server;Helper host;TCP;22;-
VBR;Backup server, Mount server;Helper host;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Helper appliance, Helper host;VM guest OS (Linux/Unix);TCP;2500 to 3300;-
VBR;Helper appliance;VM guest OS (Linux/Unix);TCP;20;Required if FTP server is enabled.
VBR;Backup server;VM guest OS (Linux/Unix);TCP;22;-
VBR;Mount server;VM guest OS (Microsoft Windows);TCP;445, 135;-
VBR;Mount server;VM guest OS (Microsoft Windows);TCP;6160, 11731;Port 11731 is used for failover if port 6160 is unavailable.
VBR;Mount server;VM guest OS (Microsoft Windows);TCP;6162;Required for file-level restore.
VBR;Backup server;VM guest OS;TCP;2500 to 3300;-
VBR;Mount server, Helper appliance, Helper host;Backup repository;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Mount server;vCenter server;TCP;443;-
VBR;Mount server;ESXi host;TCP;443;-
VBR;Helper appliance, Helper host;ESXi host;TCP;443;Required if restore performed over vSphere Web Services. [For VMware vSphere earlier than 6.5] Not required if vCenter connection is used. In VMware vSphere versions 6.5 and later, port 443 is required by vSphere Web Services.
VBR;Mount server;Veeam Signature Update Server ( avupdate.veeam.com );TCP;443;-
VBR;Backup server;Proxy appliance;TCP;443;-
VBR;Backup server;Applications on VMs in the virtual lab;-;-;Application-specific ports to perform port probing test. For example, to verify a DC, Veeam Backup & Replication probes port 389 for a response.
VBR;Internet-facing proxy server;VMs in the virtual lab;TCP;8080;Required to allow VMs in a virtual lab access the Internet.
VBR;Mount server running vPower NFS Service;ESXi server;TCP;443;-
VBR;Backup repository, Gateway server working with backup repository;Hyper-V server;TCP;6162, 2500 to 3300;The port range 2500-3300 is used for failover if port 6162 is unavailable.
VBR;Backup server;Proxy appliance;TCP;443;-
VBR;Backup server;Applications on VMs in the virtual lab;-;-;Application-specific ports to perform port probing test. For example, to verify a DC, Veeam Backup & Replication probes port 389 for a response.
VBR;Internet-facing proxy server;VMs in the virtual lab;TCP;8080;Required to allow VMs in a virtual lab access the Internet.
VBR;Backup server;Microsoft Active Directory VM guest OS;TCP;135;-
VBR;Backup server;Microsoft Active Directory VM guest OS;TCP, UDP;389;-
VBR;Backup server;Microsoft Active Directory VM guest OS;TCP;636, 3268, 3269;-
VBR;Backup server;Microsoft Exchange 2003/2007 CAS Server;TCP;80, 443;-
VBR;Backup server;Microsoft Exchange 2010/2013/2016/2019 CAS Server;TCP;443;-
VBR;Backup server;Microsoft SQL VM guest OS;TCP;1433, 1434 and other;Port numbers depends on configuration of your Microsoft SQL server. For more information, see this Microsoft article.
VBR;Backup server;Microsoft SQL VM guest OS;UDP;1434;-
VBR;Backup server, Backup repository;Helper appliance;TCP;22;-
VBR;Backup server, Backup repository;Helper appliance;TCP;443;You can change this port in helper appliance settings. For details, see the Specify Helper Appliance section in Restore to Amazon EC2 and Restore to Google Cloud.
VBR;Backup server;Microsoft Azure Resource Manager service ( https://management.azure.com );TCP;443;-
VBR;Backup server;Microsoft Entra ID ( https://login.microsoftonline.com );TCP;443;-
VBR;Backup server;Microsoft Azure storage accounts (blob storage) ( <storage-account>.blob.core.windows.net / <storage-account>.blob.storage.azure.net );TCP;443;Required for restored Windows-based VM conversion. Restored disks are temporarily mounted to the backup server. Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal.
VBR;Backup server;Azure Windows VM agent distribution location ( go.microsoft.com / aka.ms / github.com / objects.githubusercontent.com );TCP;443;Consider that these URLs used are subject to change. For more information, see this Microsoft article.
VBR;Backup server;Microsoft Azure CRL distribution points;TCP;80;Port used to verify the certificate status through the certificate verification endpoints (CRL URLs and OCSP servers). These endpoints are subject to change. You can find the actual list of addresses in this Microsoft article or in the certificate details in the following fields: CRL Distribution Points Authority Information Access Make sure that the backup server can reach these verification endpoints.
VBR;Backup server;Helper appliance;TCP;22;Required when restoring Linux workloads. This port can be changed during helper appliance deployment. For details, see Managing Helper Appliances.
VBR;Backup server or backup repository;Azure restore proxy appliance;TCP;443;The port must be accessible from the backup server and backup repository storing VM backups. This port can be changed in the settings of the Azure Restore proxy appliance. For details, see Specify Credentials and Transport Port.
VBR;Backup server;Microsoft Azure Resource Manager service ( https://management.azure.com );TCP;443;Service Tag: AzureResourceManager
VBR;Backup server;Microsoft Azure storage account (Veeam packages upload) ( <storage-account>.queue.core.windows.net / <storage-account>.queue.storage.azure.net );TCP;443;Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal. Service Tag: Storage
VBR;Temporary Azure VMs used to create templates of Instant Recovery to Azure helper appliances;Microsoft Azure storage account (Veeam packages upload) ( <storage-account>.blob.core.windows.net / <storage-account>.blob.storage.azure.net );TCP;443;Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal. Service Tag: Storage
VBR;Backup server, Instant Recovery for Azure helper appliance;Microsoft Azure storage account (message queues) ( <storage-account>.queue.core.windows.net / <storage-account>.queue.storage.azure.net);TCP;443;Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal. Service Tag: Storage
VBR;Temporary Azure VMs used to create templates of Instant Recovery to Azure helper appliances;Microsoft Azure storage account (message queues) ( <storage-account>.blob.core.windows.net / <storage-account>.blob.storage.azure.net );TCP;443;Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal. Service Tag: Storage
VBR;Instant Recovery for Azure helper appliance;Microsoft Azure storage account (backup repository) / Veeam Data Cloud Vault (backup repository) ( <storage-account>.blob.core.windows.net / <storage-account>.blob.storage.azure.net );TCP;443;Consider that the <storage-account> part of the address must be replaced with the ID of your storage vault. You can find the storage vault ID in the Storage Vaults > Vault ID section in Veeam Data Cloud Vault. For more information, see the Managing Storage Vaults section in the Veeam Data Cloud User Guide. Service Tag: Storage
VBR;Backup server, Instant Recovery for Azure helper appliance;Microsoft Entra ID ( https://login.microsoftonline.com );TCP;443;Service Tag: AzureActiveDirectory
VBR;Backup server, Instant Recovery for Azure helper appliance, Temporary Azure VMs used to create templates of Instant Recovery to Azure helper appliances;Microsoft Azure CRL distribution points;TCP;80;Port used to verify the certificate status through the certificate verification endpoints (CRL URLs and OCSP servers). These endpoints are subject to change. You can find the actual list of addresses in this Microsoft article or in the certificate details in the following fields: CRL Distribution Points Authority Information Access Make sure that the backup server, helper appliance and temporary VMs can reach these verification endpoints.
VBR;Instant Recovery for Azure helper appliance;Azure Windows VM Agent Distribution location ( go.microsoft.com / aka.ms / github.com / objects.githubusercontent.com );TCP;443;Consider that these URLs are subject to change. For more information, see this Microsoft article.
VBR;Instant Recovery for Azure helper appliance;Azure Instance Metadata Service endpoint ( http://169.254.169.254 );TCP;80;Required for Entra ID authentication to access storage accounts and message queues and other purposes. Service Tag: AzureActiveDirectory
VBR;Temporary Azure VMs used to create templates of Instant Recovery to Azure helper appliances;Ubuntu Azure repository ( http://azure.archive.ubuntu.com/ubuntu/ );TCP;80;
VBR;Restored VM;Instant Recovery to Azure helper appliance;TCP;3260-3262;-
VBR;Restored VM;Instant Recovery to Azure helper appliance;TCP;9555;-
